Id,Name,countryName,agespan,gender,occupation,industry,domain,domain2
6379,Dragan stojković,Serbia,53,Male,Coach,Team sports,Sports,Sports
6380,Filip vujanović,Serbia,64,Male,Politician,Government,Institutions,Government
6381,Hashim thaci,Serbia,50,Male,Politician,Government,Institutions,Government
6382,Ibrahim rugova,Serbia,62,Male,Politician,Government,Institutions,Government
6383,Janko tipsarević,Serbia,34,Male,Tennis player,Individual sport,Sports,Sports
6384,Jelena janković,Serbia,33,Female,Tennis player,Individual sport,Sports,Sports
6385,Josip jelačić,Serbia,58,Male,Military personnel,Military,Institutions,Army
6386,Marija šerifović,Serbia,34,Female,Singer,Music,Arts,Arts
6387,Marko pantelić,Serbia,40,Male,Soccer player,Team sports,Sports,Sports
6388,Milan jovanović,Serbia,37,Male,Soccer player,Team sports,Sports,Sports
6389,Milan stanković,Serbia,31,Male,Singer,Music,Arts,Arts
6390,Mileva marić,Serbia,73,Female,Companion,Companions,Public figure,Public figure
6391,Milorad pavić,Serbia,80,Male,Writer,Language,Humanities,Humanities
6392,Mirko cvetković,Serbia,68,Male,Politician,Government,Institutions,Government
6393,Nemanja matić,Serbia,30,Male,Soccer player,Team sports,Sports,Sports
6394,Nemanja vidić,Serbia,37,Male,Soccer player,Team sports,Sports,Sports
6395,Novak djokovic,Serbia,31,Male,Tennis player,Individual sport,Sports,Sports
6396,Peter i of yugoslavia,Serbia,77,Male,Politician,Government,Institutions,Government
6397,Peter ii of yugoslavia,Serbia,47,Male,Politician,Government,Institutions,Government
6398,Slobodan milošević,Serbia,65,Male,Politician,Government,Institutions,Government
6399,Tomislav nikolić,Serbia,66,Male,Politician,Government,Institutions,Government
6400,Viktor troicki,Serbia,32,Male,Tennis player,Individual sport,Sports,Sports
6401,Vladimir stojković,Serbia,35,Male,Soccer player,Team sports,Sports,Sports
6402,Vojislav koštunica,Serbia,74,Male,Politician,Government,Institutions,Government
6403,Vuk stefanović karadžić,Serbia,77,Male,Writer,Language,Humanities,Humanities
6404,Željko joksimović,Serbia,46,Male,Musician,Music,Arts,Arts
6405,Zoran tošić,Serbia,31,Male,Soccer player,Team sports,Sports,Sports
6406,James michel,Seychelles,74,Male,Politician,Government,Institutions,Government
6407,Ernest bai koroma,Sierra leone,65,Male,Politician,Government,Institutions,Government
6408,Goh chok tong,Singapore,77,Male,Politician,Government,Institutions,Government
6409,Jackson rathbone,Singapore,34,Male,Actor,Film and theatre,Arts,Arts
6410,Lee hsien loong,Singapore,66,Male,Politician,Government,Institutions,Government
6411,Lee kuan yew,Singapore,92,Male,Politician,Government,Institutions,Government
6412,Sellapan ramanathan,Singapore,92,Male,Politician,Government,Institutions,Government
6413,Tan keng yam tony,Singapore,78,Male,Politician,Government,Institutions,Government
6414,Vanessa-mae,Singapore,40,Female,Musician,Music,Arts,Arts
6415,Elisabeth of hungary,Slovakia,24,Female,Religious figure,Religion,Institutions,Religion
6416,Ferenc szálasi,Slovakia,49,Male,Politician,Government,Institutions,Government
6417,John zápolya,Slovakia,53,Male,Politician,Government,Institutions,Government
6419,Ladislas the posthumous,Slovakia,17,Male,Politician,Government,Institutions,Government
6420,Marek hamšík,Slovakia,31,Male,Soccer player,Team sports,Sports,Sports
6421,Peter lorre,Slovakia,60,Male,Actor,Film and theatre,Arts,Arts
6422,Sándor márai,Slovakia,89,Male,Writer,Language,Humanities,Humanities
6423,Adriana sklenaříková,Slovakia,47,Female,Model,Media personalit,Public figure,Public figure
6424,Alexander dubček,Slovakia,71,Male,Politician,Government,Institutions,Government
6425,Daniela hantuchová,Slovakia,35,Female,Tennis player,Individual sport,Sports,Sports
6426,Dominika cibulková,Slovakia,29,Female,Tennis player,Individual sport,Sports,Sports
6427,Gustáv husák,Slovakia,78,Male,Politician,Government,Institutions,Government
6428,Ivan gašparovič,Slovakia,77,Male,Politician,Government,Institutions,Government
6429,Iveta radičová,Slovakia,62,Female,Politician,Government,Institutions,Government
6430,Jan mucha,Slovakia,36,Male,Soccer player,Team sports,Sports,Sports
6431,Johann nepomuk hummel,Slovakia,59,Male,Composer,Music,Arts,Arts
6432,Jozef tiso,Slovakia,60,Male,Politician,Government,Institutions,Government
6433,Martin škrtel,Slovakia,34,Male,Soccer player,Team sports,Sports,Sports
6434,Martina hingis,Slovakia,38,Female,Tennis player,Individual sport,Sports,Sports
6435,Mikuláš dzurinda,Slovakia,63,Male,Politician,Government,Institutions,Government
6436,Philipp lenard,Slovakia,85,Male,Physicist,Natural sciences,Science & technology,Science & technology
6437,Robert fico,Slovakia,54,Male,Politician,Government,Institutions,Government
6438,Róbert vittek,Slovakia,36,Male,Soccer player,Team sports,Sports,Sports
6439,Tibor sekelj,Slovakia,76,Male,Writer,Language,Humanities,Humanities
6440,Vladimír weiss,Slovakia,29,Male,Soccer player,Team sports,Sports,Sports
6441,France prešeren,Slovenia,49,Male,Writer,Language,Humanities,Humanities
6442,Hugo wolf,Slovenia,43,Male,Composer,Music,Arts,Arts
6443,Milan kučan,Slovenia,77,Male,Politician,Government,Institutions,Government
6444,Valter birsa,Slovenia,32,Male,Soccer player,Team sports,Sports,Sports
6445,Borut pahor,Slovenia,55,Male,Politician,Government,Institutions,Government
6446,Danilo türk,Slovenia,66,Male,Politician,Government,Institutions,Government
6447,Fritz pregl,Slovenia,61,Male,Chemist,Natural sciences,Science & technology,Science & technology
6448,Giuseppe tartini,Slovenia,78,Male,Musician,Music,Arts,Arts
6449,Janez drnovšek,Slovenia,58,Male,Politician,Government,Institutions,Government
6450,Janez janša,Slovenia,60,Male,Politician,Government,Institutions,Government
6451,Katarina srebotnik,Slovenia,37,Female,Tennis player,Individual sport,Sports,Sports
6454,Rene krhin,Slovenia,28,Male,Soccer player,Team sports,Sports,Sports
6455,Robert koren,Slovenia,38,Male,Soccer player,Team sports,Sports,Sports
6456,Samir handanovič,Slovenia,34,Male,Soccer player,Team sports,Sports,Sports
6457,Slavoj žižek,Slovenia,69,Male,Philosopher,Philosophy,Humanities,Humanities
6458,Željko ražnatović,Slovenia,48,Male,Mafioso,Outlaws,Public figure,Public figure
6460,Zlatko zahovič,Slovenia,47,Male,Soccer player,Team sports,Sports,Sports
6461,Abdullahi yusuf ahmed,Somalia,78,Male,Politician,Government,Institutions,Government
6462,Hassan gouled aptidon,Somalia,90,Male,Politician,Government,Institutions,Government
6463,Aden abdullah osman daar,Somalia,99,Male,Politician,Government,Institutions,Government
6464,Ayaan hirsi ali,Somalia,49,Female,Philosopher,Philosophy,Humanities,Humanities
6465,Iman abdulmajid,Somalia,63,Female,Model,Media personalit,Public figure,Public figure
6466,K'naan,Somalia,40,Male,Musician,Music,Arts,Arts
6467,Mohamed farah,Somalia,35,Male,Athlete,Individual sport,Sports,Sports
6468,Sharif ahmed,Somalia,54,Male,Politician,Government,Institutions,Government
6469,Siad barre,Somalia,76,Male,Politician,Government,Institutions,Government
6470,Aaron mokoena,South africa,38,Male,Soccer player,Team sports,Sports,Sports
6471,Bernard parker,South africa,32,Male,Soccer player,Team sports,Sports,Sports
6472,Caster semenya,South africa,27,Female,Athlete,Individual sport,Sports,Sports
6473,Eugène terre'blanche,South africa,69,Male,Social activist,Activism,Public figure,Public figure
6474,Itumeleng khune,South africa,31,Male,Soccer player,Team sports,Sports,Sports
6475,Jacob zuma,South africa,76,Male,Politician,Government,Institutions,Government
6476,Kagiso dikgacoi,South africa,34,Male,Soccer player,Team sports,Sports,Sports
6477,Kgalema motlhanthe,South africa,69,Male,Politician,Government,Institutions,Government
6478,P. W. Botha,South africa,90,Male,Politician,Government,Institutions,Government
6479,Paul kruger,South africa,79,Male,Politician,Government,Institutions,Government
6480,Peter abrahams,South africa,98,Male,Writer,Language,Humanities,Humanities
6481,Shaka,South africa,41,Male,Politician,Government,Institutions,Government
6482,Siphiwe tshabalala,South africa,34,Male,Soccer player,Team sports,Sports,Sports
6483,Sydney brenner,South africa,91,Male,Biologist,Natural sciences,Science & technology,Science & technology
6484,Thabo mbeki,South africa,76,Male,Politician,Government,Institutions,Government
6485,Allan mcleod cormack,South africa,74,Male,Physicist,Natural sciences,Science & technology,Science & technology
6486,Arnold vosloo,South africa,56,Male,Actor,Film and theatre,Arts,Arts
6487,Benni mccarthy,South africa,41,Male,Soccer player,Team sports,Sports,Sports
6488,Candice swanepoel,South africa,30,Female,Model,Media personalit,Public figure,Public figure
6489,Charlize theron,South africa,43,Female,Actor,Film and theatre,Arts,Arts
6490,Christiaan barnard,South africa,79,Male,Physician,Medicine,Science & technology,Science & technology
6491,Desmond tutu,South africa,87,Male,Religious figure,Religion,Institutions,Religion
6492,Frederik willem de klerk,South africa,82,Male,Politician,Government,Institutions,Government
6493,J. R. R. Tolkien,South africa,81,Male,Writer,Language,Humanities,Humanities
6494,Jan smuts,South africa,80,Male,Politician,Government,Institutions,Government
6495,Jody scheckter,South africa,68,Male,Racecar driver,Individual sport,Sports,Sports
6496,John maxwell coetzee,South africa,78,Male,Writer,Language,Humanities,Humanities
6497,Katlego mphela,South africa,34,Male,Soccer player,Team sports,Sports,Sports
6498,Kevin anderson,South africa,32,Male,Tennis player,Individual sport,Sports,Sports
6500,Mark gonzález,South africa,34,Male,Soccer player,Team sports,Sports,Sports
6501,Mark shuttleworth,South africa,45,Male,Businessperson,Business,Business & law,Business & law
6503,Miriam makeba,South africa,76,Female,Singer,Music,Arts,Arts
6504,Nadine gordimer,South africa,91,Female,Writer,Language,Humanities,Humanities
6505,Nelson mandela,South africa,95,Male,Social activist,Activism,Public figure,Public figure
6506,Oscar pistorius,South africa,32,Male,Athlete,Individual sport,Sports,Sports
6507,Steve nash,South africa,44,Male,Basketball player,Team sports,Sports,Sports
6508,Steven pienaar,South africa,36,Male,Soccer player,Team sports,Sports,Sports
6509,Steve biko,South africa,31,Male,Social activist,Activism,Public figure,Public figure
6510,Ban ki-moon,South korea,74,Male,Diplomat,Government,Institutions,Government
6511,Boa,South korea,32,Female,Singer,Music,Arts,Arts
6512,Chang myon,South korea,67,Male,Politician,Government,Institutions,Government
6513,Charles j. Pedersen,South korea,85,Male,Chemist,Natural sciences,Science & technology,Science & technology
6514,Choe gyuha,South korea,87,Male,Politician,Government,Institutions,Government
6515,Chun doo-hwan,South korea,87,Male,Politician,Government,Institutions,Government
6516,Daniel dae kim,South korea,50,Male,Actor,Film and theatre,Arts,Arts
6517,Iu,South korea,25,Female,Singer,Music,Arts,Arts
6519,Kim dae-jung,South korea,84,Male,Politician,Government,Institutions,Government
6520,Kim gu,South korea,73,Male,Politician,Government,Institutions,Government
6521,Kim ki-duk,South korea,58,Male,Film director,Film and theatre,Arts,Arts
6522,Kim kyu-sik,South korea,69,Male,Politician,Government,Institutions,Government
6525,Kim young-sam,South korea,88,Male,Politician,Government,Institutions,Government
6526,Lee chung-yong,South korea,30,Male,Soccer player,Team sports,Sports,Sports
6527,Lee jung-soo,South korea,38,Male,Soccer player,Team sports,Sports,Sports
6529,Masutatsu oyama,South korea,71,Male,Martial arts,Individual sport,Sports,Sports
6531,Park chu-young,South korea,33,Male,Soccer player,Team sports,Sports,Sports
6532,Park chung-hee,South korea,62,Male,Politician,Government,Institutions,Government
6533,Park geun-hye,South korea,66,Female,Politician,Government,Institutions,Government
6534,Park ji-sung,South korea,37,Male,Soccer player,Team sports,Sports,Sports
6535,Philip jaisohn,South korea,87,Male,Social activist,Activism,Public figure,Public figure
6536,Psy,South korea,41,Male,Singer,Music,Arts,Arts
6537,Roh moo-hyun,South korea,63,Male,Politician,Government,Institutions,Government
6538,Roh tae-woo,South korea,86,Male,Politician,Government,Institutions,Government
6539,Sejong the great of joseon,South korea,53,Male,Politician,Government,Institutions,Government
6540,Seung-hui cho,South korea,23,Male,Extremist,Outlaws,Public figure,Public figure
6541,Yi so-yeon,South korea,40,Female,Astronaut,Explorers,Exploration,Exploration
6542,Yi sun-sin,South korea,47,Male,Military personnel,Military,Institutions,Army
6544,Yu-na kim,South korea,28,Female,Skater,Individual sport,Sports,Sports
6545,Yun bo-seon,South korea,93,Male,Politician,Government,Institutions,Government
6546,Yun chi-ho,South korea,80,Male,Social activist,Activism,Public figure,Public figure
6547,John garang,South sudan,60,Male,Politician,Government,Institutions,Government
6548,Salva kiir mayardit,South sudan,67,Male,Politician,Government,Institutions,Government
6550,Alfonso vi of castile,Spain,69,Male,Politician,Government,Institutions,Government
6551,Alfonso xiii of spain,Spain,55,Male,Politician,Government,Institutions,Government
6552,Andreu fontàs,Spain,29,Male,Soccer player,Team sports,Sports,Sports
6553,Anne of austria,Spain,65,Female,Nobleman,Government,Institutions,Government
6554,Antón lamazares,Spain,64,Male,Painter,Fine arts,Arts,Arts
6555,Arcadius,Spain,38,Male,Politician,Government,Institutions,Government
6556,Camilo josé cela,Spain,86,Male,Writer,Language,Humanities,Humanities
6557,Carlos sainz,Spain,56,Male,Racecar driver,Individual sport,Sports,Sports
6558,Carlos sastre,Spain,43,Male,Cyclist,Individual sport,Sports,Sports
6559,Charles ii of spain,Spain,39,Male,Politician,Government,Institutions,Government
6560,Charles iii of spain,Spain,72,Male,Politician,Government,Institutions,Government
6561,David silva,Spain,32,Male,Soccer player,Team sports,Sports,Sports
6562,Eduardo chillida,Spain,78,Male,Sculptor,Fine arts,Arts,Arts
6563,El cid,Spain,59,Male,Nobleman,Government,Institutions,Government
6564,"Felipe, prince of asturias",Spain,50,Male,Nobleman,Government,Institutions,Government
6565,Ferdinand ii of aragon,Spain,64,Male,Politician,Government,Institutions,Government
6566,Francisco zurbarán,Spain,66,Male,Painter,Fine arts,Arts,Arts
6567,George meade,Spain,57,Male,Military personnel,Military,Institutions,Army
6568,Hadrian,Spain,62,Male,Politician,Government,Institutions,Government
6569,Hernando de soto,Spain,46,Male,Explorer,Explorers,Exploration,Exploration
6570,Joanna of castile,Spain,76,Female,Politician,Government,Institutions,Government
6571,John ii of castile,Spain,49,Male,Politician,Government,Institutions,Government
6572,Josep guardiola,Spain,47,Male,Coach,Team sports,Sports,Sports
6573,Louis of spain,Spain,17,Male,Politician,Government,Institutions,Government
6574,Luis aragonés,Spain,80,Male,Coach,Team sports,Sports,Sports
6575,Luis de góngora,Spain,66,Male,Writer,Language,Humanities,Humanities
6576,Luís enrique martínez garcía,Spain,48,Male,Soccer player,Team sports,Sports,Sports
6577,Luis suárez miramontes,Spain,83,Male,Soccer player,Team sports,Sports,Sports
6578,Magnus maximus,Spain,53,Male,Politician,Government,Institutions,Government
6579,Maimonides,Spain,69,Male,Religious figure,Religion,Institutions,Religion
6580,Martial,Spain,64,Male,Writer,Language,Humanities,Humanities
6582,Peter iii of aragon,Spain,46,Male,Politician,Government,Institutions,Government
6583,Philip iii of spain,Spain,43,Male,Politician,Government,Institutions,Government
6584,Philip iv of spain,Spain,60,Male,Politician,Government,Institutions,Government
6585,Plácido domingo,Spain,77,Male,Singer,Music,Arts,Arts
6586,Pope alexander vi,Spain,72,Male,Religious figure,Religion,Institutions,Religion
6587,Pope callixtus iii,Spain,80,Male,Religious figure,Religion,Institutions,Religion
6588,Ramón del valle-inclán,Spain,70,Male,Writer,Language,Humanities,Humanities
6590,Samuel sánchez,Spain,40,Male,Cyclist,Individual sport,Sports,Sports
6591,Sancho iii of navarre,Spain,50,Male,Politician,Government,Institutions,Government
6592,Santiago calatrava,Spain,67,Male,Architect,Design,Arts,Arts
6593,Santiago carrillo,Spain,97,Male,Politician,Government,Institutions,Government
6594,Seneca the elder,Spain,95,Male,Writer,Language,Humanities,Humanities
